Entity,Code,Day,Alpha,Beta,Gamma,Delta,Omicron (BA.1),Omicron (BA.2),Omicron (BA.2.12.1),Omicron (BA.2.75),Omicron (BA.4),Omicron (BA.5),Omicron (BQ.1),Omicron (XBB),Omicron (XBB.1.5),Omicron (XBB.1.16),Omicron (CH.1.1),Omicron (XBB.1.9),Omicron (XBB.2.3),Omicron (EG.5.1),Recombinant,non_who
Dominican Republic,DOM,2023-06-19,0,0,0,0,0,3,0,0,0,0,0,0,82,7,1,50,2,0,0,0
Dominican Republic,DOM,2023-07-03,0,0,0,0,0,4,0,0,0,0,0,0,50,2,0,50,2,0,0,0
Ecuador,ECU,2021-05-24,29,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67
Ecuador,ECU,2021-06-07,22,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
Ecuador,ECU,2021-06-21,32,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70
Ecuador,ECU,2021-07-05,16,0,33,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66
Ecuador,ECU,2021-07-19,33,0,88,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97
Ecuador,ECU,2021-08-02,41,0,59,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,60
Ecuador,ECU,2021-08-16,23,0,43,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26
Ecuador,ECU,2021-08-30,9,0,17,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
Ecuador,ECU,2021-09-13,5,0,4,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Ecuador,ECU,2021-09-27,0,0,3,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Ecuador,ECU,2021-10-11,0,0,3,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Ecuador,ECU,2021-11-22,0,0,1,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Ecuador,ECU,2022-01-17,0,0,0,30,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ecuador,ECU,2022-01-31,0,0,0,1,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ecuador,ECU,2022-02-14,0,0,0,1,359,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ecuador,ECU,2022-02-28,0,0,0,0,212,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ecuador,ECU,2022-03-14,0,0,0,0,126,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ecuador,ECU,2022-06-06,0,0,0,0,2,57,47,0,1,0,0,0,0,0,0,0,0,0,0,0
Ecuador,ECU,2022-06-20,0,0,0,0,0,52,79,0,7,18,0,0,0,0,0,0,0,0,0,0
Ecuador,ECU,2022-07-18,0,0,0,0,0,12,42,0,30,126,0,0,0,0,0,0,0,0,1,0
Ecuador,ECU,2022-08-01,0,0,0,0,1,15,49,0,75,346,0,0,0,0,0,0,0,0,0,0
Ecuador,ECU,2022-08-15,0,0,0,0,0,1,18,0,55,359,0,0,0,0,0,0,0,0,1,0
Ecuador,ECU,2022-08-29,0,0,0,0,8,1,4,0,44,185,0,0,0,0,0,0,0,0,0,0
Ecuador,ECU,2022-09-12,0,0,0,0,0,0,0,0,18,82,0,0,0,0,0,0,0,0,0,0
Ecuador,ECU,2022-11-21,0,0,0,0,0,0,0,2,1,23,139,4,0,0,0,0,0,0,0,0
Ecuador,ECU,2022-12-05,0,0,0,1,0,0,0,2,0,5,108,7,0,0,1,0,0,0,0,0
Ecuador,ECU,2022-12-19,0,0,0,0,0,0,0,4,0,6,341,29,0,0,1,0,0,0,0,0
Ecuador,ECU,2023-01-02,0,0,0,0,0,0,0,2,0,3,230,35,0,0,0,0,0,0,0,0
Ecuador,ECU,2023-01-16,0,0,0,0,0,0,0,1,0,5,83,24,1,0,1,0,0,0,0,0
Egypt,EGY,2022-08-01,0,0,0,0,6,13,0,0,10,210,0,0,0,0,0,0,0,0,0,0
Egypt,EGY,2022-08-15,0,0,0,0,1,4,0,0,3,186,0,0,0,0,0,0,0,0,0,0
Egypt,EGY,2023-02-27,0,0,0,0,0,0,0,0,0,0,0,1,92,0,0,30,0,0,0,0
Egypt,EGY,2023-03-13,0,0,0,0,0,0,0,3,0,1,0,5,30,0,0,135,0,0,2,0
El Salvador,SLV,2022-01-17,0,0,0,1,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Estonia,EST,2021-03-01,124,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311
Estonia,EST,2021-03-15,459,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163
Estonia,EST,2021-03-29,796,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154
Estonia,EST,2021-04-12,713,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37
Estonia,EST,2021-04-26,343,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Estonia,EST,2021-05-10,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Estonia,EST,2021-05-24,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Estonia,EST,2021-07-19,13,0,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Estonia,EST,2021-08-02,7,0,0,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Estonia,EST,2021-08-16,0,0,0,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Estonia,EST,2021-08-30,0,0,0,362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Estonia,EST,2021-09-13,0,0,0,365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Estonia,EST,2021-09-27,0,0,0,346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Estonia,EST,2021-10-11,0,0,0,332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Estonia,EST,2021-10-25,0,0,0,362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Estonia,EST,2021-11-08,0,0,0,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Estonia,EST,2021-11-22,0,0,0,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Estonia,EST,2021-12-06,0,0,0,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Estonia,EST,2021-12-20,0,0,0,334,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Estonia,EST,2022-01-03,0,0,0,200,123,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Estonia,EST,2022-01-17,0,0,0,26,282,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Estonia,EST,2022-01-31,0,0,0,8,213,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Estonia,EST,2022-02-14,0,0,0,1,134,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Estonia,EST,2022-02-28,0,0,0,0,109,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Estonia,EST,2022-03-14,0,0,0,0,57,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Estonia,EST,2022-03-28,0,0,0,0,20,328,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Estonia,EST,2022-04-11,0,0,0,0,11,352,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Estonia,EST,2022-04-25,0,0,0,0,3,335,0,0,0,0,0,0,0,0,0,0,0,0,4,0
Estonia,EST,2022-05-09,0,0,0,0,0,349,3,0,1,3,0,0,0,0,0,0,0,0,6,0
Estonia,EST,2022-05-23,0,0,0,0,1,347,3,0,1,10,0,0,0,0,0,0,0,0,10,0
Estonia,EST,2022-06-06,0,0,0,0,2,252,15,0,3,79,0,0,0,0,0,0,0,0,0,0
Estonia,EST,2022-06-20,0,0,0,0,1,109,15,0,12,155,0,0,0,0,0,0,0,0,3,0
Estonia,EST,2022-07-04,0,0,0,0,0,13,4,0,3,109,0,0,0,0,0,0,0,0,0,0
Estonia,EST,2022-07-18,0,0,0,0,0,6,3,0,6,162,0,0,0,0,0,0,0,0,0,0
Estonia,EST,2022-08-01,0,0,0,0,0,0,0,2,1,126,0,0,0,0,0,0,0,0,0,0
Estonia,EST,2022-08-15,0,0,0,0,0,0,1,2,7,141,0,0,0,0,0,0,0,0,1,0
Estonia,EST,2022-08-29,0,0,0,0,0,0,1,1,14,306,0,0,0,0,0,0,0,0,0,0
Estonia,EST,2022-09-12,0,0,0,0,0,1,0,1,16,225,0,0,0,0,0,0,0,0,0,0
Estonia,EST,2022-09-26,0,0,0,0,0,0,0,1,6,366,1,0,0,0,0,0,0,0,0,0
Estonia,EST,2022-10-10,0,0,0,0,0,1,0,8,2,352,10,0,0,0,0,0,0,0,0,0
Eswatini,SWZ,2021-12-20,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ethiopia,ETH,2021-08-02,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Ethiopia,ETH,2021-08-16,0,0,0,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fiji,FJI,2021-06-21,0,0,0,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fiji,FJI,2021-07-19,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Finland,FIN,2021-03-01,835,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,520
Finland,FIN,2021-03-15,1129,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292
Finland,FIN,2021-03-29,725,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166
Finland,FIN,2021-04-12,523,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43
Finland,FIN,2021-04-26,401,48,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
Finland,FIN,2021-05-10,412,18,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
Finland,FIN,2021-05-24,399,6,1,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
Finland,FIN,2021-06-07,240,0,2,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Finland,FIN,2021-06-21,142,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Finland,FIN,2021-07-05,47,2,6,670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Finland,FIN,2021-07-19,10,0,1,1006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Finland,FIN,2021-08-02,16,0,5,1680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Finland,FIN,2021-08-16,5,0,2,1092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Finland,FIN,2021-08-30,0,0,0,883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Finland,FIN,2021-09-13,1,0,0,820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Finland,FIN,2021-09-27,0,0,0,833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Finland,FIN,2021-10-11,0,0,0,957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Finland,FIN,2021-10-25,0,0,0,802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Finland,FIN,2021-11-08,0,0,0,503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Finland,FIN,2021-11-22,0,0,0,501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Finland,FIN,2021-12-06,0,0,0,836,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Finland,FIN,2021-12-20,0,0,0,986,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Finland,FIN,2022-01-03,0,0,0,325,691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Finland,FIN,2022-01-17,0,0,0,100,1363,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Finland,FIN,2022-01-31,0,0,0,22,1293,48,0,0,0,0,0,0,0,0,0,0,0,0,10,0
Finland,FIN,2022-02-14,0,0,0,4,858,143,0,0,0,0,0,0,0,0,0,0,0,0,63,0
Finland,FIN,2022-02-28,0,0,0,1,709,288,0,0,0,0,0,0,0,0,0,0,0,0,65,0
Finland,FIN,2022-03-14,0,0,0,0,473,545,0,0,0,0,0,0,0,0,0,0,0,0,34,0
Finland,FIN,2022-03-28,0,0,0,0,307,820,0,0,0,0,0,0,0,0,0,0,0,0,18,0
Finland,FIN,2022-04-11,0,0,0,0,65,498,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Finland,FIN,2022-04-25,0,0,0,0,24,738,0,0,0,0,0,0,0,0,0,0,0,0,15,0
Finland,FIN,2022-05-09,0,0,0,0,14,776,3,0,0,1,0,0,0,0,0,0,0,0,8,0
Finland,FIN,2022-05-23,0,0,0,0,5,696,11,0,6,28,0,0,0,0,0,0,0,0,8,0
Finland,FIN,2022-06-06,0,0,0,0,1,502,28,0,18,97,0,0,0,0,0,0,0,0,0,0
Finland,FIN,2022-06-20,0,0,0,0,1,346,46,0,32,273,0,0,0,0,0,0,0,0,1,0
Finland,FIN,2022-07-04,0,0,0,0,0,169,41,0,44,511,0,0,0,0,0,0,0,0,1,0
Finland,FIN,2022-07-18,0,0,0,0,0,73,23,0,37,631,0,0,0,0,0,0,0,0,0,0
Finland,FIN,2022-08-01,0,0,0,0,0,14,39,0,24,788,0,0,0,0,0,0,0,0,2,0
Finland,FIN,2022-08-15,0,0,0,0,0,4,6,1,12,715,0,0,0,0,0,0,0,0,3,0
Finland,FIN,2022-08-29,0,0,0,0,0,1,1,0,4,285,0,0,0,0,0,0,0,0,1,0
Finland,FIN,2022-09-12,0,0,0,0,0,0,0,2,3,219,0,0,0,0,0,0,0,0,1,0
Finland,FIN,2022-09-26,0,0,0,0,0,0,0,5,3,199,3,0,0,0,0,0,0,0,1,0
Finland,FIN,2022-10-10,0,0,0,0,0,1,0,3,8,250,9,0,0,0,0,0,0,0,0,0
Finland,FIN,2022-10-24,0,0,0,0,0,0,0,1,6,226,15,1,0,0,0,0,0,0,0,0
Finland,FIN,2022-11-07,0,0,0,0,0,1,0,11,4,324,59,11,0,0,0,0,0,0,2,0
Finland,FIN,2022-11-21,0,0,0,0,0,0,0,10,16,288,109,37,0,0,2,0,0,0,3,0
Finland,FIN,2022-12-05,0,0,0,0,0,2,0,15,11,273,176,36,0,0,1,0,0,0,0,0
Finland,FIN,2022-12-19,0,0,0,0,0,0,0,26,10,262,259,36,0,0,8,0,0,0,1,0
Finland,FIN,2023-01-02,0,0,0,0,0,0,0,13,1,195,284,27,2,0,7,1,0,0,1,0
Finland,FIN,2023-01-16,0,0,0,0,0,1,0,11,0,81,215,19,11,0,22,0,0,0,1,0
Finland,FIN,2023-01-30,0,0,0,0,0,0,0,18,0,81,189,19,14,0,31,1,0,0,2,0
Finland,FIN,2023-02-13,0,0,0,0,0,0,0,10,0,28,152,25,38,0,47,4,0,0,17,0
Finland,FIN,2023-02-27,0,0,0,0,0,1,0,6,0,22,82,10,87,0,59,12,0,0,16,0
Finland,FIN,2023-03-13,0,0,0,0,0,0,0,4,0,11,70,11,148,0,72,57,0,0,19,0
Finland,FIN,2023-03-27,0,0,0,0,0,0,0,2,1,3,33,16,157,3,47,75,4,0,14,0
Finland,FIN,2023-04-10,0,0,0,0,0,0,0,0,0,1,30,6,126,2,50,71,0,0,8,0
Finland,FIN,2023-04-24,0,0,0,0,0,0,0,0,0,0,11,9,101,1,39,51,3,0,4,0
Finland,FIN,2023-05-08,0,0,0,0,0,0,0,0,0,2,9,0,118,16,58,106,1,0,8,0
Finland,FIN,2023-05-22,0,0,0,0,0,1,0,0,0,0,2,1,107,13,52,149,10,0,1,0
Finland,FIN,2023-06-05,0,0,0,0,0,0,0,0,0,0,2,0,64,16,23,69,15,0,3,0
Finland,FIN,2023-06-19,0,0,0,0,0,0,0,0,0,0,3,0,64,16,16,72,11,2,2,0
Finland,FIN,2023-07-03,0,0,0,0,0,0,0,1,0,0,0,0,20,13,8,49,14,3,0,0
France,FRA,2021-03-01,1560,361,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1153
France,FRA,2021-03-15,3217,360,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,891
France,FRA,2021-03-29,5476,534,58,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,742
France,FRA,2021-04-12,3850,479,102,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,458
France,FRA,2021-04-26,3696,497,146,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393
France,FRA,2021-05-10,2773,476,52,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216
France,FRA,2021-05-24,2329,437,80,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141
France,FRA,2021-06-07,1934,424,67,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,139
France,FRA,2021-06-21,1086,368,55,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85
France,FRA,2021-07-05,690,520,152,1516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58
France,FRA,2021-07-19,818,643,298,11997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83
France,FRA,2021-08-02,480,343,311,24498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39
France,FRA,2021-08-16,161,236,104,13842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
France,FRA,2021-08-30,55,88,43,11395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
France,FRA,2021-09-13,16,32,14,7183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
France,FRA,2021-09-27,7,10,4,4740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
France,FRA,2021-10-11,0,0,2,3799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
France,FRA,2021-10-25,1,2,0,6583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
France,FRA,2021-11-08,1,0,0,16736,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,43
France,FRA,2021-11-22,2,0,0,16206,2,49,0,0,0,0,0,0,0,0,0,0,0,0,0,43
France,FRA,2021-12-06,2,0,0,17285,124,2,0,0,0,0,0,0,0,0,0,0,0,0,0,326
France,FRA,2021-12-20,3,0,0,14961,3256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363
France,FRA,2022-01-03,0,0,0,8665,14163,24,0,0,0,0,0,0,0,0,0,0,0,0,0,59
France,FRA,2022-01-17,0,0,0,1981,15623,129,0,0,0,0,0,0,0,0,0,0,0,0,1,16
France,FRA,2022-01-31,0,0,0,401,14512,615,0,0,0,0,0,0,0,0,0,0,0,0,7,6
France,FRA,2022-02-14,1,0,0,99,13261,2021,0,0,0,2,0,0,0,0,0,0,0,0,21,16
France,FRA,2022-02-28,0,0,0,32,9913,5666,0,0,0,0,0,0,0,0,0,0,0,0,30,1
France,FRA,2022-03-14,0,0,0,5,5511,11898,0,0,0,0,0,0,0,0,0,0,0,0,45,4
France,FRA,2022-03-28,0,0,0,2,2152,17514,0,0,0,0,0,0,0,0,0,0,0,0,43,8
France,FRA,2022-04-11,0,0,0,0,660,16919,4,0,1,1,0,0,0,0,0,0,0,0,51,5
France,FRA,2022-04-25,0,0,0,1,245,15631,11,0,12,24,0,0,0,0,0,0,0,0,41,1
France,FRA,2022-05-09,0,0,0,2,88,12077,66,0,42,189,0,0,0,0,0,0,0,0,54,1
France,FRA,2022-05-23,0,0,0,2,52,8819,210,0,158,945,0,0,0,0,0,0,0,0,54,1
France,FRA,2022-06-06,0,0,0,2,18,6487,499,0,545,3585,0,0,0,0,0,0,0,0,75,1
France,FRA,2022-06-20,0,0,0,1,10,3720,600,0,611,4991,0,0,0,0,0,0,0,0,72,0
France,FRA,2022-07-04,0,0,0,1,10,1629,449,2,1034,10200,0,0,0,0,0,0,0,0,113,1
France,FRA,2022-07-18,0,0,0,2,4,514,183,3,878,10430,0,0,0,0,0,0,0,0,115,0
France,FRA,2022-08-01,0,0,0,2,6,147,52,5,539,8508,0,0,0,0,0,0,0,0,66,0
France,FRA,2022-08-15,0,0,0,0,6,43,13,5,362,5246,0,0,0,0,0,0,0,0,44,0
France,FRA,2022-08-29,0,0,0,0,4,18,7,25,293,4670,5,0,0,0,0,0,0,0,39,0
France,FRA,2022-09-12,0,0,0,0,2,17,2,46,404,4606,43,0,0,0,0,0,0,0,33,0
France,FRA,2022-09-26,0,0,0,0,5,16,1,54,545,5444,377,1,0,0,0,0,0,0,29,0
France,FRA,2022-10-10,0,0,0,0,2,22,0,99,443,5082,1172,5,0,0,0,0,0,0,23,0
France,FRA,2022-10-24,0,0,0,0,0,41,0,119,353,4608,2208,25,0,0,0,0,0,0,13,0
France,FRA,2022-11-07,0,0,0,0,3,9,0,80,162,1989,1746,28,0,0,1,0,0,0,8,0
France,FRA,2022-11-21,0,0,0,0,0,14,0,118,84,1301,2277,62,1,0,5,0,0,0,15,0
France,FRA,2022-12-05,0,0,0,0,1,39,0,293,73,1703,6140,145,16,0,37,1,0,0,21,0
France,FRA,2022-12-19,0,0,0,0,1,33,0,377,53,1295,7694,121,30,0,73,7,0,0,34,0
France,FRA,2023-01-02,0,0,0,0,5,13,0,291,35,668,5093,81,60,0,123,3,0,0,24,0
France,FRA,2023-01-16,0,0,0,0,1,3,0,91,2,225,1797,34,54,0,61,3,1,0,12,0
France,FRA,2023-01-30,0,0,0,0,0,5,0,122,6,143,1676,38,217,0,125,22,0,0,34,1
France,FRA,2023-02-13,0,0,0,0,0,3,0,67,1,107,1015,35,417,1,118,68,1,0,21,0
France,FRA,2023-02-27,0,0,0,0,0,1,0,36,0,42,725,29,707,0,126,159,0,0,34,0
France,FRA,2023-03-13,0,0,0,0,0,1,0,38,0,17,427,58,1348,1,129,341,7,0,43,0
France,FRA,2023-03-27,0,0,0,0,0,1,0,28,0,14,276,29,1694,11,136,632,30,0,46,0
France,FRA,2023-04-10,0,0,0,0,0,2,0,9,0,16,166,37,1869,31,141,824,36,1,24,0
France,FRA,2023-04-24,0,0,0,0,0,0,0,3,0,13,119,61,1787,61,105,1084,59,0,15,0
France,FRA,2023-05-08,0,0,0,0,1,1,0,1,0,5,51,73,1321,104,81,869,59,0,15,0
France,FRA,2023-05-22,0,0,0,0,0,0,0,6,0,2,23,46,761,162,42,545,55,1,5,0
France,FRA,2023-06-05,0,0,0,0,0,0,0,0,0,0,7,22,623,202,19,501,81,5,11,0
France,FRA,2023-06-19,0,0,0,0,0,3,0,1,0,2,7,13,314,220,16,238,71,4,6,0
France,FRA,2023-07-03,0,0,0,0,0,0,1,0,0,1,2,3,171,144,7,128,44,23,3,0
France,FRA,2023-07-17,0,0,0,0,0,0,0,0,0,0,2,7,139,112,4,96,56,57,5,0
France,FRA,2023-07-31,0,0,0,0,0,1,0,0,0,0,2,8,119,110,4,74,88,126,4,0
France,FRA,2023-08-14,0,0,0,0,0,1,0,0,0,1,0,8,133,146,6,110,118,239,9,0
France,FRA,2023-08-28,0,0,0,0,0,4,0,0,0,0,1,31,200,261,30,205,307,661,21,0
France,FRA,2023-09-11,0,0,0,0,0,8,0,0,0,0,0,32,260,367,59,295,473,1018,50,0
France,FRA,2023-09-25,0,0,0,0,0,8,0,0,0,0,0,18,146,230,28,173,357,603,40,0
Georgia,GEO,2021-10-25,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georgia,GEO,2021-12-06,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georgia,GEO,2021-12-20,0,0,0,122,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georgia,GEO,2022-01-03,0,0,0,40,109,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georgia,GEO,2022-01-17,0,0,0,47,131,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georgia,GEO,2022-01-31,0,0,0,12,72,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georgia,GEO,2022-02-14,0,0,0,2,73,143,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Georgia,GEO,2022-02-28,0,0,0,0,14,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georgia,GEO,2022-07-04,0,0,0,0,0,8,3,0,8,109,0,0,0,0,0,0,0,0,0,0
Georgia,GEO,2022-08-29,0,0,0,0,0,0,0,0,2,99,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-03-01,5460,207,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4858
Germany,DEU,2021-03-15,8907,345,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3609
Germany,DEU,2021-03-29,13688,337,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1889
Germany,DEU,2021-04-12,15475,338,39,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1023
Germany,DEU,2021-04-26,20322,333,72,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,597
Germany,DEU,2021-05-10,17271,325,127,1270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,485
Germany,DEU,2021-05-24,10816,142,96,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333
Germany,DEU,2021-06-07,6402,58,136,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,229
Germany,DEU,2021-06-21,2304,25,94,1102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182
Germany,DEU,2021-07-05,609,8,59,1573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115
Germany,DEU,2021-07-19,194,3,92,2804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
Germany,DEU,2021-08-02,83,3,29,5443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
Germany,DEU,2021-08-16,54,0,8,8766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Germany,DEU,2021-08-30,44,0,3,17117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Germany,DEU,2021-09-13,19,8,3,20505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13
Germany,DEU,2021-09-27,2,0,2,17567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Germany,DEU,2021-10-11,4,0,1,13795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,DEU,2021-10-25,1,0,0,14672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Germany,DEU,2021-11-08,0,0,0,15792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-11-22,3,2,0,21471,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Germany,DEU,2021-12-06,0,1,0,23153,195,2,0,0,0,0,0,0,0,0,0,0,0,0,1,14
Germany,DEU,2021-12-20,0,0,0,23831,1950,13,0,0,0,0,0,0,0,0,0,0,0,0,0,25
Germany,DEU,2022-01-03,0,0,0,13887,9917,46,0,0,0,0,0,0,0,0,0,0,0,0,0,39
Germany,DEU,2022-01-17,0,0,0,5449,19444,845,0,0,0,0,0,0,0,0,0,0,0,0,0,26
Germany,DEU,2022-01-31,0,0,0,1292,28437,3758,0,0,0,0,0,0,0,0,0,0,0,0,1,50
Germany,DEU,2022-02-14,0,0,0,204,29548,9111,0,0,0,0,0,0,0,0,0,0,0,0,12,22
Germany,DEU,2022-02-28,0,0,0,35,20632,18882,0,0,0,1,0,0,0,0,0,0,0,0,52,14
Germany,DEU,2022-03-14,1,0,0,9,11738,29584,0,0,0,1,0,0,0,0,0,0,0,0,114,94
